fold,epoch,train_loss,train_acc,val_loss,val_acc
0.0,0.0,0.9640802407095618,0.5833333333333334,0.9650542847812176,0.562
0.0,1.0,0.9206877786217006,0.6164444444444445,0.9297648631036282,0.632
0.0,2.0,0.8926553590923336,0.6506666666666666,0.9098032340407372,0.642
0.0,3.0,0.8768787291033048,0.6724444444444444,0.8981806039810181,0.66
0.0,4.0,0.8654655945216511,0.6851111111111111,0.8870967589318752,0.678
0.0,5.0,0.8528384274624764,0.6948888888888889,0.8803881108760834,0.664
0.0,6.0,0.8449208267191624,0.7044444444444444,0.8671145848929882,0.692
0.0,7.0,0.8391908428347703,0.7113333333333334,0.8601483330130577,0.698
0.0,8.0,0.8299429961975585,0.7246666666666667,0.8557379394769669,0.708
0.0,9.0,0.8254902079595742,0.7317777777777777,0.8791603334248066,0.676
0.0,10.0,0.8256905349433845,0.7262222222222222,0.8477448932826519,0.714
0.0,11.0,0.8163399493440668,0.7402222222222222,0.8591223061084747,0.692
0.0,12.0,0.815934326209075,0.7344444444444445,0.8451393842697144,0.704
0.0,13.0,0.8124809531455345,0.742,0.8415631242096424,0.716
0.0,14.0,0.8094015616051694,0.7462222222222222,0.8358610421419144,0.722
0.0,15.0,0.8114416962819742,0.738,0.8334136493504047,0.72
0.0,16.0,0.8037871502815409,0.758,0.831427626311779,0.72
0.0,17.0,0.802861843548768,0.7495555555555555,0.8318080492317677,0.724
0.0,18.0,0.8029992462049985,0.7513333333333333,0.8295545466244221,0.722
0.0,19.0,0.8002888695568058,0.7582222222222222,0.8409948386251926,0.714
0.0,20.0,0.799950104233221,0.7557777777777778,0.8358989842236042,0.716
0.0,21.0,0.7963785503772979,0.7635555555555555,0.8268112130463123,0.73
0.0,22.0,0.7944515723708674,0.7591111111111111,0.8278696238994598,0.726
0.0,23.0,0.797690361104113,0.7562222222222222,0.825115904211998,0.734
0.0,24.0,0.7927023874106982,0.7604444444444445,0.8204878680408001,0.738
0.0,25.0,0.7907576797701789,0.7648888888888888,0.8231830820441246,0.73
0.0,26.0,0.7915813576245139,0.7637777777777778,0.8217757381498814,0.736
0.0,27.0,0.7904301687335291,0.764,0.8443313725292683,0.71
0.0,28.0,0.7904689984118685,0.7644444444444445,0.8233195319771767,0.728
0.0,29.0,0.7862873470529597,0.77,0.82060581818223,0.738
